City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Khatanga,RU,5/28/2022 23:44,71.9667,102.5,34.21,83,94,14.09
1,Baykit,RU,5/28/2022 23:44,61.67,96.37,53.19,47,99,2.06
2,Fougamou,GA,5/28/2022 23:44,-1.2154,10.5838,71.22,98,22,2.04
3,Palmer,US,5/28/2022 23:44,42.1584,-72.3287,67.24,86,100,3.49
4,Olafsvik,IS,5/28/2022 23:44,64.8945,-23.7142,49.84,72,97,8.7
5,Tuktoyaktuk,CA,5/28/2022 23:44,69.4541,-133.0374,32,86,75,11.5
6,Norman Wells,CA,5/28/2022 23:44,65.282,-126.8329,57.24,30,75,16.11
7,Ponta Do Sol,PT,5/28/2022 23:44,32.6667,-17.1,66.83,79,57,4.05
8,Rikitea,PF,5/28/2022 23:44,-23.1203,-134.9692,76.08,71,0,7.05
9,Broome,US,5/28/2022 23:44,42.2506,-75.833,65.7,72,40,10.36
10,Juneau,US,5/28/2022 23:44,58.3019,-134.4197,69.8,100,40,10.36
11,Kavieng,PG,5/28/2022 23:44,-2.5744,150.7967,83.16,68,93,5.48
12,Port Alfred,ZA,5/28/2022 23:40,-33.5906,26.891,56.17,92,4,12.01
13,Port Blair,IN,5/28/2022 23:43,11.6667,92.75,82.44,89,75,9.22
14,Vaini,TO,5/28/2022 23:44,-21.2,-175.2,80.76,89,75,8.05
15,Korla,CN,5/28/2022 23:44,41.7597,86.1469,76.33,27,0,9.98
16,Klaksvik,FO,5/28/2022 23:44,62.2266,-6.589,47.32,77,24,24.81
17,Jamestown,US,5/28/2022 23:42,42.097,-79.2353,64.04,63,40,10.36
18,Baker City,US,5/28/2022 23:44,44.7749,-117.8344,59.59,50,40,3.44
19,Umm Lajj,SA,5/28/2022 23:44,25.0213,37.2685,82.36,47,0,10.31
20,Lavrentiya,RU,5/28/2022 23:44,65.5833,-171,35.55,94,99,3.94
21,Busselton,AU,5/28/2022 23:44,-33.65,115.3333,58.19,56,98,16.67
22,Hilo,US,5/28/2022 23:40,19.7297,-155.09,86.29,80,75,12.66
23,Ushuaia,AR,5/28/2022 23:41,-54.8,-68.3,37.06,75,75,23.02
24,New Norfolk,AU,5/28/2022 23:44,-42.7826,147.0587,45.91,85,90,0.87
25,Seoul,KR,5/28/2022 23:44,37.5683,126.9778,69.37,73,75,6.91
26,Punta Arenas,CL,5/28/2022 23:40,-53.15,-70.9167,37.51,75,40,8.05
27,Hithadhoo,MV,5/28/2022 23:44,-0.6,73.0833,83.95,68,83,11.39
28,Belyy Yar,RU,5/28/2022 23:44,53.6039,91.3903,49.89,62,0,6.71
29,Khvoynaya,RU,5/28/2022 23:44,58.9,34.5333,40.55,97,23,5.19
30,Porosozero,RU,5/28/2022 23:44,62.7191,32.727,48.02,95,99,2.95
31,Albany,US,5/28/2022 23:40,42.6001,-73.9662,68.41,61,57,9.64
32,Atuona,PF,5/28/2022 23:44,-9.8,-139.0333,77.85,79,27,16.35
33,Mataura,NZ,5/28/2022 23:44,-46.1927,168.8643,51.48,71,100,2.82
34,Karratha,AU,5/28/2022 23:44,-20.7377,116.8463,69.04,95,100,18.59
35,Baranchinskiy,RU,5/28/2022 23:44,58.1617,59.6991,49.91,96,86,7.36
36,Fortuna,US,5/28/2022 23:44,40.5982,-124.1573,54.93,92,100,10.36
37,Butaritari,KI,5/28/2022 23:44,3.0707,172.7902,81.64,72,100,16.35
38,Te Anau,NZ,5/28/2022 23:44,-45.4167,167.7167,50.76,76,100,1.12
39,Salalah,OM,5/28/2022 23:44,17.0151,54.0924,82.49,78,75,2.3
40,Bredasdorp,ZA,5/28/2022 23:43,-34.5322,20.0403,57.34,71,6,12.46
41,Nadym,RU,5/28/2022 23:44,65.5333,72.5167,51.39,59,3,20.6
42,Daru,PG,5/28/2022 23:45,-9.0763,143.2092,80.53,72,98,9.4
43,Upernavik,GL,5/28/2022 23:45,72.7868,-56.1549,27.93,84,82,8.9
44,Barrow,US,5/28/2022 23:45,71.2906,-156.7887,33.82,86,100,5.75
45,Namibe,AO,5/28/2022 23:45,-15.1961,12.1522,63.46,87,49,7
46,Constitucion,CL,5/28/2022 23:46,-35.3333,-72.4167,44.62,68,23,7.76
47,Kapaa,US,5/28/2022 23:46,22.0752,-159.319,79.12,79,20,13.8
48,Mackay,AU,5/28/2022 23:46,-21.15,149.2,74.68,53,0,5.28
49,Samarai,PG,5/28/2022 23:46,-10.6167,150.6667,80.58,64,31,10.71
50,Teknaf,BD,5/28/2022 23:46,20.8624,92.3058,79.88,89,45,4.5
51,Fairbanks,US,5/28/2022 23:43,64.8378,-147.7164,76.01,27,0,13.8
52,Cidreira,BR,5/28/2022 23:46,-30.1811,-50.2056,64.89,96,99,14.32
53,Katwijk,NL,5/28/2022 23:46,52.1942,4.4222,51.94,81,7,12.8
54,Cape Town,ZA,5/28/2022 23:42,-33.9258,18.4232,59.88,92,75,17.27
55,Mahebourg,MU,5/28/2022 23:46,-20.4081,57.7,69.26,70,40,18.79
56,Tasiilaq,GL,5/28/2022 23:46,65.6145,-37.6368,41.16,96,100,27.45
57,Bluff,NZ,5/28/2022 23:46,-46.6,168.3333,51.8,74,99,6.58
58,Mar Del Plata,AR,5/28/2022 23:46,-38.0023,-57.5575,50.09,73,75,8.05
59,Chiredzi,ZW,5/28/2022 23:46,-21.05,31.6667,59.86,90,6,2.77
60,Nicoya,CR,5/28/2022 23:46,10.1483,-85.452,78.73,85,83,1.45
61,Necochea,AR,5/28/2022 23:46,-38.5473,-58.7368,43.9,52,14,7.36
62,Okha,RU,5/28/2022 23:46,53.5739,142.9478,37.09,96,100,9.28
63,Hobart,AU,5/28/2022 23:45,-42.8794,147.3294,46.26,96,75,11.5
64,Anchorage,US,5/28/2022 23:42,61.2181,-149.9003,74.86,26,0,4
65,Hofn,IS,5/28/2022 23:46,64.2539,-15.2082,47.55,81,2,9.64
66,Tunoshna,RU,5/28/2022 23:46,57.5459,40.1254,48.18,87,75,8.95
67,Lazaro Cardenas,MX,5/28/2022 23:46,17.9583,-102.2,83.46,63,100,11.1
68,Kahului,US,5/28/2022 23:46,20.8947,-156.47,87.82,62,75,19.57
69,Paraiso,CR,5/28/2022 23:46,9.8383,-83.8656,69.89,100,93,1.88
70,Bogale,MM,5/28/2022 23:46,16.2833,95.4,79.79,88,75,4.9
71,Nanortalik,GL,5/28/2022 23:46,60.1432,-45.2371,39.83,85,98,7.43
72,Kavaratti,IN,5/28/2022 23:46,10.5669,72.642,81.46,78,90,11.23
73,Isangel,VU,5/28/2022 23:46,-19.55,169.2667,80.98,71,1,4.21
74,Lebu,CL,5/28/2022 23:46,-37.6167,-73.65,45.81,69,3,14.16
75,Hamilton,US,5/28/2022 23:45,39.1834,-84.5333,73.72,73,20,4.61
76,Thompson,CA,5/28/2022 23:41,55.7435,-97.8558,59.16,44,75,5.75
77,North Bend,US,5/28/2022 23:45,43.4065,-124.2243,53.51,91,100,20.71
78,Ribeira Grande,PT,5/28/2022 23:46,38.5167,-28.7,59.4,63,40,9.22
79,Dingle,PH,5/28/2022 23:46,10.9995,122.6711,80.38,81,99,1.03
80,La Palma,US,5/28/2022 23:46,33.8464,-118.0467,73.24,63,100,11.5
81,Padang,ID,5/28/2022 23:46,-0.9492,100.3543,73.45,79,99,3.89
82,Vardo,NO,5/28/2022 23:46,70.3705,31.1107,40.98,93,75,4.61
83,Srednekolymsk,RU,5/28/2022 23:46,67.45,153.6833,53.91,36,91,3.91
84,Narsaq,GL,5/28/2022 23:46,60.9167,-46.05,53.82,65,20,3.76
85,Portland,US,5/28/2022 23:45,45.5234,-122.6762,59.97,90,100,7
86,Mandera,KE,5/28/2022 23:46,3.9366,41.867,77.65,68,74,13.69
87,Hami,CN,5/28/2022 23:46,42.8,93.45,75.88,11,2,7.27
88,Quelimane,MZ,5/28/2022 23:46,-17.8786,36.8883,69.75,88,20,0
89,Cayenne,GF,5/28/2022 23:46,4.9333,-52.3333,82.09,6,40,5.99
90,Sao Joao Da Barra,BR,5/28/2022 23:46,-21.6403,-41.0511,72.63,84,100,11.59
91,Avarua,CK,5/28/2022 23:47,-21.2078,-159.775,80.65,74,40,9.22
92,Dikson,RU,5/28/2022 23:46,73.5069,80.5464,30.74,85,100,9.62
93,Kaitangata,NZ,5/28/2022 23:47,-46.2817,169.8464,50,69,100,2.26
94,Along,IN,5/28/2022 23:47,28.1667,94.7667,71.24,95,54,1.48
95,Pathein,MM,5/28/2022 23:47,16.7833,94.7333,80.35,87,71,4.45
96,Salinopolis,BR,5/28/2022 23:47,-0.6136,-47.3561,78.17,84,84,7.96
97,Chokurdakh,RU,5/28/2022 23:47,70.6333,147.9167,36.39,64,97,5.55
98,Eqbaliyeh,IR,5/28/2022 23:47,35.3022,51.5358,75.02,13,80,7.18
99,Katherine,AU,5/28/2022 23:47,-14.4667,132.2667,75.52,60,8,0
100,Cherskiy,RU,5/28/2022 23:47,68.75,161.3,43.7,46,14,6.87
101,Faya,SA,5/28/2022 23:47,18.3851,42.4509,64.92,42,13,0.94
102,Kyabram,AU,5/28/2022 23:47,-36.3167,145.05,49.87,66,84,3.44
103,Vrede,ZA,5/28/2022 23:47,-27.4257,29.1659,46.02,80,0,3.18
104,Huanren,CN,5/28/2022 23:47,41.2647,125.3667,67.44,62,84,9.86
105,Esperance,AU,5/28/2022 23:43,-33.8667,121.9,53.44,68,91,37.09
106,Saquena,PE,5/28/2022 23:47,-4.6667,-73.5167,73.02,99,84,2.15
107,Axim,GH,5/28/2022 23:47,4.8699,-2.2405,78.33,86,79,5.41
108,Saint George,US,5/28/2022 23:47,37.1041,-113.5841,91.63,13,0,16.11
109,Chokwe,MZ,5/28/2022 23:47,-24.5333,32.9833,64.71,81,0,7.27
110,Pevek,RU,5/28/2022 23:47,69.7008,170.3133,31.17,71,85,2.59
111,Longyearbyen,SJ,5/28/2022 23:47,78.2186,15.6401,46.24,71,0,4.61
112,East London,ZA,5/28/2022 23:46,-33.0153,27.9116,62.94,81,1,13.38
113,Provideniya,RU,5/28/2022 23:47,64.3833,-173.3,45.19,73,28,6.46
114,Talara,PE,5/28/2022 23:47,-4.5772,-81.2719,70.56,73,0,14.97
115,Bairiki,KI,5/28/2022 23:47,1.3292,172.9752,86,70,75,12.66
116,Torbay,CA,5/28/2022 23:47,47.6666,-52.7314,38.26,91,100,24.16
117,Kunming,CN,5/28/2022 23:47,25.0389,102.7183,62.53,94,40,6.71
118,Kodiak,US,5/28/2022 23:46,57.79,-152.4072,67.51,40,0,5.75
119,Bethel,US,5/28/2022 23:47,41.3712,-73.414,67.87,92,100,4.61
120,Batagay-Alyta,RU,5/28/2022 23:47,67.8006,130.4114,33.31,83,25,3.44
121,Barranca,PE,5/28/2022 23:47,-10.75,-77.7667,62.8,83,9,8.57
122,Rio Claro,BR,5/28/2022 23:47,-22.4114,-47.5614,62.22,62,0,4.63
123,Kargil,IN,5/28/2022 23:44,34.5667,76.1,45.66,65,89,4.65
124,Cabo San Lucas,MX,5/28/2022 23:47,22.8909,-109.9124,90.61,55,0,13.35
125,Flinders,AU,5/28/2022 23:47,-34.5833,150.8552,61.38,67,4,11.01
126,Sao Jose Da Coroa Grande,BR,5/28/2022 23:47,-8.8978,-35.1478,74.75,93,100,3
127,Bengkulu,ID,5/28/2022 23:47,-3.8004,102.2655,75.31,84,100,5.44
128,Pangnirtung,CA,5/28/2022 23:47,66.1451,-65.7125,27.82,86,13,3.87
129,Almaznyy,RU,5/28/2022 23:47,48.0448,40.045,55.11,79,8,3
130,Yellowknife,CA,5/28/2022 23:47,62.456,-114.3525,61.32,33,40,18.99
131,Falkenberg,SE,5/28/2022 23:47,56.9055,12.4912,52.95,88,92,7.09
132,Pisco,PE,5/28/2022 23:43,-13.7,-76.2167,66.25,68,13,16.11
133,Harrison,US,5/28/2022 23:47,30.4091,-89.0436,82.76,54,0,8.05
134,Kloulklubed,PW,5/28/2022 23:47,7.0419,134.2556,77.5,76,99,8.19
135,Bambous Virieux,MU,5/28/2022 23:44,-20.3428,57.7575,69.22,66,68,19.48
136,Bandarbeyla,SO,5/28/2022 23:47,9.4942,50.8122,79.7,80,23,21.25
137,Puerto Ayora,EC,5/28/2022 23:47,-0.7393,-90.3518,72.55,89,85,4
138,Nantucket,US,5/28/2022 23:43,41.2835,-70.0995,62.71,98,100,10.36
139,Kargopol,RU,5/28/2022 23:48,61.5071,38.9456,47.57,97,100,2.84
140,Bagotville,AU,5/28/2022 23:48,-28.9833,153.4167,64.63,70,2,9.66
141,Lansdale,US,5/28/2022 23:45,40.2415,-75.2838,75.33,72,75,5.75
142,Tiksi,RU,5/28/2022 23:48,71.6872,128.8694,31.44,95,100,5.44
143,Fort Nelson,CA,5/28/2022 23:48,58.8053,-122.7002,58.59,44,75,6.91
144,Ostrovnoy,RU,5/28/2022 23:48,68.0531,39.5131,37.33,99,100,9.71
145,Seymchan,RU,5/28/2022 23:48,62.8833,152.4333,54.72,42,48,0.36
146,Luderitz,NA,5/28/2022 23:48,-26.6481,15.1594,54,88,0,8.95
147,Ancud,CL,5/28/2022 23:48,-41.8697,-73.8203,43,76,49,5.23
148,Mahajanga,MG,5/28/2022 23:48,-15.7167,46.3167,69.82,83,20,3.44
149,Veraval,IN,5/28/2022 23:48,20.9,70.3667,82.72,73,99,17.27
150,Chapleau,CA,5/28/2022 23:48,47.8405,-83.4034,64.49,48,75,5.75
151,Lorengau,PG,5/28/2022 23:48,-2.0226,147.2712,84.06,64,85,3.11
152,Saskylakh,RU,5/28/2022 23:47,71.9167,114.0833,26.82,94,91,4.52
153,Suhbaatar,MN,5/28/2022 23:48,50.2314,106.2078,49.73,35,78,14.97
154,Grand Gaube,MU,5/28/2022 23:48,-20.0064,57.6608,69.39,78,12,1.99
155,Rocha,UY,5/28/2022 23:48,-34.4833,-54.3333,51.39,84,95,0.63
156,Hermanus,ZA,5/28/2022 23:44,-34.4187,19.2345,60.8,84,22,16.78
157,Lompoc,US,5/28/2022 23:46,34.6391,-120.4579,77.77,70,0,21
158,Port Lincoln,AU,5/28/2022 23:48,-34.7333,135.8667,57.43,73,21,16.64
159,Mogapi,BW,5/28/2022 23:48,-22.323,27.8349,56.32,74,0,5.12
160,Nassau,US,5/28/2022 23:48,40.7507,-73.5829,74.88,71,40,3.44
161,Zimovniki,RU,5/28/2022 23:48,47.1483,42.4633,59.41,70,3,3.98
162,Sao Filipe,CV,5/28/2022 23:48,14.8961,-24.4956,74.59,83,38,4.74
163,Georgetown,MY,5/28/2022 23:45,5.4112,100.3354,80.53,93,20,5.01
164,Orocue,CO,5/28/2022 23:48,4.7912,-71.3354,77.09,84,41,1.99
165,Avera,US,5/28/2022 23:48,33.194,-82.5271,82.45,54,1,1.83
166,Colares,PT,5/28/2022 23:48,38.7992,-9.4469,66.33,71,9,13
167,Los Llanos De Aridane,ES,5/28/2022 23:48,28.6585,-17.9182,62.35,80,20,8.05
168,Sibolga,ID,5/28/2022 23:48,1.7427,98.7792,75.94,80,100,3.2
169,Sabla,NG,5/28/2022 23:48,12.7525,4.7077,91.87,36,8,10.31
170,Mbandaka,CD,5/28/2022 23:48,0.0487,18.2603,69.89,99,98,3.13
171,Sisimiut,GL,5/28/2022 23:48,66.9395,-53.6735,37.33,71,17,11.14
172,Barra Patuca,HN,5/28/2022 23:48,15.8,-84.2833,79.2,87,97,10.42
173,Nikolskoye,RU,5/28/2022 23:48,59.7035,30.7861,48.87,97,19,3.29
174,Sur,OM,5/28/2022 23:48,22.5667,59.5289,84.36,66,0,9.69
175,Jumla,NP,5/28/2022 23:48,29.2747,82.1838,57.27,88,93,1.45
176,Flin Flon,CA,5/28/2022 23:48,54.7682,-101.865,53.44,76,100,3.44
177,Tommot,RU,5/28/2022 23:48,58.9564,126.2925,53.13,80,100,1.83
178,Airai,TL,5/28/2022 23:46,-8.9266,125.4092,67.35,64,13,1.88
179,Benghazi,LY,5/28/2022 23:48,32.1167,20.0667,72.66,62,9,8.66
180,Dakar,SN,5/28/2022 23:48,14.6937,-17.4441,76.08,85,100,13.89
181,Tabuk,PH,5/28/2022 23:48,17.4189,121.4443,80.78,82,66,1.9
182,Port Elizabeth,ZA,5/28/2022 23:48,-33.918,25.5701,57.49,86,0,10.36
183,Chiang Klang,TH,5/28/2022 23:49,19.2938,100.8617,76.48,94,99,2.21
184,Castro,BR,5/28/2022 23:46,-24.7911,-50.0119,57.07,82,14,4.38
185,Laukaa,RU,5/28/2022 23:49,58.7372,29.8453,40.5,98,17,4.94
186,Sangar,RU,5/28/2022 23:49,63.9242,127.4739,47.66,71,100,5.01
187,Tevaitoa,PF,5/28/2022 23:49,-16.7833,-151.5,80.96,72,23,16.71
188,Isiro,CD,5/28/2022 23:49,2.7739,27.616,65.28,99,98,1.36
189,Lilongwe,MW,5/28/2022 23:49,-13.9669,33.7873,55.22,73,5,2.75
190,Okhotsk,RU,5/28/2022 23:49,59.3833,143.3,42.55,74,78,10.04
191,Saint-Philippe,RE,5/28/2022 23:49,-21.3585,55.7679,67.59,68,34,11.01
192,Kayerkan,RU,5/28/2022 23:49,69.3497,87.7602,30.52,86,21,16.93
193,Raahe,FI,5/28/2022 23:49,64.6833,24.4833,44.69,91,99,5.08
194,Mitsamiouli,KM,5/28/2022 23:49,-11.3847,43.2844,77.86,72,17,4.18
195,Largo,US,5/28/2022 23:48,27.9095,-82.7873,86.04,59,0,11.5
196,Taoudenni,ML,5/28/2022 23:49,22.6783,-3.9836,93.04,21,94,13.62
197,Arraial Do Cabo,BR,5/28/2022 23:46,-22.9661,-42.0278,69.76,94,0,6.91
198,Souillac,MU,5/28/2022 23:49,-20.5167,57.5167,73.36,64,71,17.69
199,Waterloo,CA,5/28/2022 23:47,43.4668,-80.5164,67.48,59,40,3.44
200,Liaozhong,CN,5/28/2022 23:49,41.5061,122.7242,73.72,54,92,19.42
201,Anaco,VE,5/28/2022 23:49,9.4389,-64.4728,78.62,55,100,4.63
202,Ilulissat,GL,5/28/2022 23:49,69.2167,-51.1,35.62,75,100,0
203,Wakkanai,JP,5/28/2022 23:49,45.4094,141.6739,46.38,93,75,23.02
204,Vakhrushev,RU,5/28/2022 23:49,48.9833,142.9667,45.75,97,100,9.78
205,San Luis,AR,5/28/2022 23:49,-33.295,-66.3356,51.48,64,86,6.71
206,Bambanglipuro,ID,5/28/2022 23:49,-7.95,110.2833,76.75,89,60,3.96
207,Santa Lucia,ES,5/28/2022 23:49,27.9117,-15.5407,61.92,68,75,11.5
208,The Valley,AI,5/28/2022 23:49,18.217,-63.0578,80.74,74,75,11.5
209,Luganville,VU,5/28/2022 23:49,-15.5333,167.1667,83.73,68,21,5.23
210,Northam,GB,5/28/2022 23:49,51.0333,-4.2167,50.61,91,54,7.23
211,Geraldton,AU,5/28/2022 23:50,-28.7667,114.6,57.61,72,75,16.11
212,Sao Lourenco,BR,5/28/2022 23:50,-22.1164,-45.0544,56.07,85,96,1.63
213,Mayumba,GA,5/28/2022 23:50,-3.432,10.6554,71.85,92,23,5.79
214,Victoria,HK,5/28/2022 23:48,22.2855,114.1577,85.24,82,76,7
215,Chibombo,ZM,5/28/2022 23:50,-14.6569,28.0706,51.82,83,0,5.97
216,Goderich,CA,5/28/2022 23:50,43.7501,-81.7165,59.32,67,93,1.14
217,Lagos,NG,5/28/2022 23:49,6.5833,3.75,82.72,84,46,5.79
218,Karaton,ID,5/28/2022 23:50,-6.3424,106.1045,75.13,93,99,3.36
219,Hasaki,JP,5/28/2022 23:46,35.7333,140.8333,77.4,62,35,4.23
220,Atar,MR,5/28/2022 23:50,20.5169,-13.0499,88.72,29,87,1.72
221,Zhezkazgan,KZ,5/28/2022 23:50,47.8043,67.7144,59.22,48,87,9.15
222,Tselinnoye,RU,5/28/2022 23:50,53.0833,85.6667,63.91,64,68,1.9
223,Aykhal,RU,5/28/2022 23:50,66,111.5,45.88,44,71,8.5
224,Port Shepstone,ZA,5/28/2022 23:50,-30.7414,30.455,68.27,48,0,8.72
225,Vila Franca Do Campo,PT,5/28/2022 23:50,37.7167,-25.4333,59.41,72,100,11.7
226,Quesnel,CA,5/28/2022 23:50,52.9999,-122.5029,59.5,51,75,5.75
227,Urumqi,CN,5/28/2022 23:50,43.801,87.6005,72.55,35,0,2.24
228,Mairana,BO,5/28/2022 23:51,-18.1167,-63.9333,56.37,97,40,3.76
229,Nhulunbuy,AU,5/28/2022 23:51,-12.2333,136.7667,83.01,65,40,10.36
230,Bud,US,5/28/2022 23:51,39.447,-86.1758,71.91,68,18,2.44
231,Valvatna,NO,5/28/2022 23:51,59.7672,5.4328,46.35,77,15,24.02
232,Linguere,SN,5/28/2022 23:51,15.3953,-15.1193,84.42,61,0,4.61
233,Waingapu,ID,5/28/2022 23:51,-9.6567,120.2641,79.65,77,96,2.55
234,Iqaluit,CA,5/28/2022 23:51,63.7506,-68.5145,29.93,86,40,16.11
235,Vao,NC,5/28/2022 23:51,-22.6667,167.4833,74.53,79,54,10.58
236,Shupiyan,IN,5/28/2022 23:51,33.7167,74.8333,50.32,72,1,4.23
237,Saldanha,ZA,5/28/2022 23:51,-33.0117,17.9442,55.45,82,2,13.06
238,Puerto Rondon,CO,5/28/2022 23:51,6.2805,-71.1,74.89,92,45,4.74
239,Camacha,PT,5/28/2022 23:51,33.0833,-16.3333,63.82,77,75,9.22
240,Lasa,IT,5/28/2022 23:49,46.6166,10.7002,54.48,86,92,5.03
241,Sonoita,MX,5/28/2022 23:51,31.85,-112.8333,88.16,13,9,18.3
242,Vaitape,PF,5/28/2022 23:51,-16.5167,-151.75,81.14,72,33,16.04
243,Zheleznodorozhnyy,RU,5/28/2022 23:51,55.7503,38.0042,45.95,90,4,6.58
244,Port Hedland,AU,5/28/2022 23:51,-20.3167,118.5667,68.05,94,40,19.57
245,Joao Pinheiro,BR,5/28/2022 23:47,-17.7425,-46.1725,62.13,49,55,2.75
246,Ise,JP,5/28/2022 23:51,34.4833,136.7,70.92,57,85,5.77
247,Emba,KZ,5/28/2022 23:48,48.8264,58.1442,58.14,66,7,5.55
248,Taizhou,CN,5/28/2022 23:51,32.4933,119.9106,70,86,90,5.79
249,Istok,XK,5/28/2022 23:51,42.7808,20.4875,55.69,94,81,3.67
250,Codrington,AU,5/28/2022 23:51,-38.2667,141.9667,50.16,74,41,7.52
251,Kaoma,ZM,5/28/2022 23:51,-14.7833,24.8,52.07,58,0,5.79
252,Saint-Augustin,CA,5/28/2022 23:51,51.226,-58.6502,40.42,94,100,25.43
253,Oranjemund,NA,5/28/2022 23:51,-28.55,16.4333,54.03,90,0,2.04
254,Meulaboh,ID,5/28/2022 23:51,4.1363,96.1285,75.96,82,92,3.78
255,Ruidoso,US,5/28/2022 23:51,33.3317,-105.673,83.97,8,0,31.07
256,Pangkalanbuun,ID,5/28/2022 23:51,-2.6833,111.6167,79.02,83,95,1.01
257,Kerman,IR,5/28/2022 23:51,30.2832,57.0788,71.46,15,0,9.22
258,Nipawin,CA,5/28/2022 23:51,53.3668,-104.0009,66.24,55,100,14.97
259,De-Kastri,RU,5/28/2022 23:51,51.4667,140.7833,50.49,89,100,5.82
260,Jensen Beach,US,5/28/2022 23:51,27.2545,-80.2298,83.01,78,75,0
261,Harper,LR,5/28/2022 23:46,4.375,-7.7169,78.78,85,32,6.15
262,Moron,AR,5/28/2022 23:48,-34.6534,-58.6198,52.97,76,93,1.97
263,Bilibino,RU,5/28/2022 23:48,68.0546,166.4372,45.66,38,82,8.21
264,Qaanaaq,GL,5/28/2022 23:51,77.484,-69.3632,21.4,76,73,6.29
265,San Patricio,US,5/28/2022 23:51,28.017,-97.5169,91.54,62,0,16.98
266,Sicamous,CA,5/28/2022 23:51,50.8331,-118.9856,64.87,33,81,3.18
267,Carnarvon,AU,5/28/2022 23:51,-24.8667,113.6333,66.45,66,100,23.67
268,Severo-Kurilsk,RU,5/28/2022 23:51,50.6789,156.125,42.53,95,100,13.13
269,Hirara,JP,5/28/2022 23:51,24.8,125.2833,80.87,94,75,16.11
270,Rio Gallegos,AR,5/28/2022 23:47,-51.6226,-69.2181,39.25,70,0,17.27
271,Sucua,EC,5/28/2022 23:51,-2.4667,-78.1667,72.34,83,40,4.61
272,Luangwa,ZM,5/28/2022 23:51,-15.6167,30.4167,58.37,83,0,2.1
273,Vostok,RU,5/28/2022 23:51,46.4856,135.8833,59.02,70,100,5.26
